"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","업무구분명","상세업무구분명","권리주체일련번호","총직원수",
"81","동물병원","02_03_01_P","4490000","566000001020120001","2012-04-03","","03","폐업","0002","폐업","2013-04-29","","","","541-7552","0","","충청남도 천안시 서북구 불당동 1289번지 펜타포트 지하1층 이마트","충청남도 천안시 서북구 공원로 196, 지하1층 (불당동, 펜타포트 이마트)","31168","쿨펫동물병원","2013-04-29 09:08:50","I","2018-08-31 23:59:59","","208976.4764518","366326.634370741","동물병원","","000","0",
"82","동물병원","02_03_01_P","4400000","440000001020050001","2005-09-30","","03","폐업","0002","폐업","2007-02-26","","","","","0","","충청북도 제천시 영천동 500번지","","","PETRIA 애견종합동물병원","2007-02-26 11:06:31","I","2018-08-31 23:59:59","","307109.288872326","403895.754184703","동물병원","","000","",
"83","동물병원","02_03_01_P","4400000","440000001020090001","2009-09-30","","03","폐업","0002","폐업","2019-07-17","","","","043-652-0075","0","","충청북도 제천시 중앙로2가 69-9번지","충청북도 제천시 의림대로 182-1 (중앙로2가)","27166","제천종합동물병원","2019-07-17 16:06:58","U","2019-07-19 02:40:00","","307762.403482187","405329.113689824","동물병원","","000","",
"84","동물병원","02_03_01_P","4400000","440000001020090002","2009-12-23","","03","폐업","0002","폐업","2011-03-02","","","","043-653-7533","0","","충청북도 제천시 강제동 684번지 이마트 3층","","","펫프렌즈동물병원 제천","2011-03-11 18:07:16","I","2018-08-31 23:59:59","","308612.065962418","403106.413353613","동물병원","","L00","",
"85","동물병원","02_03_01_P","4400000","440000001020100001","2010-11-02","","03","폐업","0002","폐업","2012-01-02","","","","","0","","충청북도 제천시 하소동 72-5   번지 (롯데마트 2층)","","","쿨펫동물병원","2012-01-02 12:59:29","I","2018-08-31 23:59:59","","","","동물병원","","000","",
"86","동물병원","02_03_01_P","4470000","447000001019920001","1992-10-09","","03","폐업","0002","폐업","2012-10-02","","","","","50.96","","충청북도 음성군 금왕읍 무극리 244-3번지","충청북도 음성군 금왕읍 무극로 290","","무극동물병원","2012-10-02 17:03:57","I","2018-08-31 23:59:59","","252786.063511198","388082.683162556","동물병원","","000","",
"87","동물병원","02_03_01_P","4470000","447000001019950001","1995-05-16","","03","폐업","0002","폐업","2009-09-21","","","","043-877-5770","265","","충청북도 음성군 대소면 오류리 1-12번지","충청북도 음성군 대소면 새미실길45번길 141","","(주)팜스코 축산기술센타","2009-09-21 15:31:34","I","2018-08-31 23:59:59","","243130.524565735","387541.866497961","동물병원","","L00","",
"88","동물병원","02_03_01_P","4470000","447000001020030001","2003-08-19","","03","폐업","0002","폐업","2008-09-24","","","","883-1040","40","","충청북도 음성군 금왕읍 무극리 249-5번지","충청북도 음성군 금왕읍 무극로 274","","본 동물병원","2008-09-24 11:00:26","I","2018-08-31 23:59:59","","252641.748286814","388034.096064847","동물병원","","000","",
"89","동물병원","02_03_01_P","4470000","447000001020070001","2007-02-13","","03","폐업","0002","폐업","2009-04-20","","","","","183.87","","충청북도 음성군 대소면 오류리 605-18번지 음성IC 타운 106호","충청북도 음성군 대소면 대금로 205, 106호 (음성IC 타운)","","청림한별동물병원","2009-04-20 11:50:59","I","2018-08-31 23:59:59","","241414.61953322","386599.623134168","동물병원","","000","",
"90","동물병원","02_03_01_P","4470000","447000001020090001","2009-04-22","","03","폐업","0002","폐업","2011-06-01","","","","","0","","충청북도 음성군 금왕읍 백야리 산 13번지","","","음성군 야생동물구조관리사업소","2011-06-01 15:57:52","I","2018-08-31 23:59:59","","","","동물병원","","000","",
"91","동물병원","02_03_01_P","4470000","447000001020160003","2016-04-08","","03","폐업","0002","폐업","2019-12-12","","","","043-883-7633","297.5","","충청북도 음성군 감곡면 원당리 191-3번지","충청북도 음성군 감곡면 음성로 2164, 한길동물병원","27613","한길동물병원 (출장진료전문병원)","2019-12-12 15:20:09","U","2019-12-14 02:40:00","","254716.621338442","397274.13992842","동물병원","","000","",
"92","동물병원","02_03_01_P","4470000","447000001020130001","2013-03-07","","03","폐업","0002","폐업","2016-02-17","","","","0438828975","330","","충청북도 음성군 금왕읍 무극리 356-12번지","충청북도 음성군 금왕읍 음성로 1203","27628","테오종합동물병원","2016-02-17 14:34:32","I","2018-08-31 23:59:59","","253182.969793004","388455.600234128","동물병원","","000","",
"93","동물병원","02_03_01_P","4470000","447000001020160001","2016-02-18","","03","폐업","0002","폐업","2019-06-07","","","","043-882-8975","330","","충청북도 음성군 금왕읍 무극리 356-12번지","충청북도 음성군 금왕읍 음성로 1203","27628","테오동물병원","2019-06-07 08:39:25","U","2019-06-09 02:40:00","","253182.969793004","388455.600234128","동물병원","","000","",
"94","동물병원","02_03_01_P","4470000","447000001020110002","2011-06-16","","03","폐업","0002","폐업","2014-07-30","","","","043-878-7118","0","","충청북도 음성군 금왕읍 백야리 산 13번지","","","충북야생동물센터","2014-07-30 10:01:09","I","2018-08-31 23:59:59","","","","동물병원","","000","",
"95","동물병원","02_03_01_P","4400000","440000001019800001","1980-07-03","","03","폐업","0002","폐업","2014-08-18","","","","043-647-2762","0","","충청북도 제천시 화산동 193-14  번지","","","협신동물병원","2014-08-18 14:57:08","I","2018-08-31 23:59:59","","","","동물병원","","000","",
"96","동물병원","02_03_01_P","4400000","440000001019800002","1980-07-03","","03","폐업","0002","폐업","2007-01-15","","","","043-643-3037","0","","충청북도 제천시 명동 11-9번지","","","한일동물병원","2007-01-15 16:40:32","I","2018-08-31 23:59:59","","307181.499642671","404632.4358758","동물병원","","000","",
"97","동물병원","02_03_01_P","4400000","440000001019910001","1991-04-30","","03","폐업","0002","폐업","2019-01-09","","","","043-644-9677","0","","충청북도 제천시 청전동 700번지 54통2반","충청북도 제천시 내제로29나길 5 (청전동)","27153","현대동물병원","2019-04-09 14:02:36","U","2019-04-11 02:40:00","","307597.990025749","405886.735195974","동물병원","","000","",
"98","동물병원","02_03_01_P","4400000","440000001019960001","1996-09-12","","03","폐업","0002","폐업","2012-02-29","","","","043-644-5575","0","","충청북도 제천시 청전동 13-8 번지","","","나라동물병원","2012-02-29 11:35:30","I","2018-08-31 23:59:59","","","","동물병원","","000","",
"99","동물병원","02_03_01_P","4400000","440000001019970001","1997-10-17","","03","폐업","0002","폐업","2006-07-25","","","","043-645-7533","0","","충청북도 제천시 중앙로2가 81-9   번지","","","화랑동물병원","2006-07-25 13:22:32","I","2018-08-31 23:59:59","","","","동물병원","","000","",
"100","동물병원","02_03_01_P","3070000","307000001020000005","2000-09-05","","03","폐업","0002","폐업","2018-04-02","","","","","0","","서울특별시 성북구 동소문동3가 32번지","서울특별시 성북구 동소문로 36 (동소문동3가)","02860","베스트종합동물병원","2018-04-02 15:04:10","I","2018-08-31 23:59:59","","200822.346009797","454182.33005553","동물병원","","000","",
"101","동물병원","02_03_01_P","3070000","307000001020010001","2001-02-03","","03","폐업","0002","폐업","2007-06-04","","","","941-7800","0","","서울특별시 성북구 정릉동 1393-0   번지","","","북악동물병원","2007-06-04 14:10:51","I","2018-08-31 23:59:59","","","","동물병원","","000","",
"102","동물병원","02_03_01_P","3070000","307000001020010003","2001-05-14","","03","폐업","0002","폐업","2004-03-04","","","","929-1212","0","","서울특별시 성북구 종암동 68-1   번지","","","청솔동물병원","2004-03-04 14:48:20","I","2018-08-31 23:59:59","","","","동물병원","","000","",
"103","동물병원","02_03_01_P","3070000","307000001020010005","2001-05-25","","03","폐업","0002","폐업","2008-01-08","","","","989-6763","0","","서울특별시 성북구 길음동 525-175번지","","","펫케어동물병원","2008-01-08 17:12:10","I","2018-08-31 23:59:59","","202228.109592009","455880.921338158","동물병원","","000","",
"104","동물병원","02_03_01_P","3110000","311000001020150002","2015-02-26","","03","폐업","0002","폐업","2018-01-31","","","","02-3152-8575","0","","서울특별시 은평구 수색동 75번지 수색자이 1단지 107호","서울특별시 은평구 수색로 217 (수색동, 수색자이 1단지 107호)","03504","조은동물병원","2018-01-31 15:39:26","I","2018-08-31 23:59:59","","190977.850603548","453037.787995874","동물병원","","000","",
"105","동물병원","02_03_01_P","3110000","311000001020150003","2015-03-27","","03","폐업","0002","폐업","2018-02-13","","","","02-307-7502","0","","서울특별시 은평구 증산동 162-20번지 102호","서울특별시 은평구 증산서길 132, 102호 (증산동)","03497","아리동물병원","2018-02-13 14:37:37","I","2018-08-31 23:59:59","","192058.608798027","453808.923054541","동물병원","","000","",
"106","동물병원","02_03_01_P","3110000","311000001020150004","2015-05-26","","03","폐업","0002","폐업","2021-07-05","","","","02-969-7582","0","","서울특별시 은평구 응암동 194-25","서울특별시 은평구 백련산로 143 (응암동)","03463","스머프동물병원","2021-07-09 15:42:23","U","2021-07-11 02:40:00","","193301.594332013","455083.779487733","동물병원","","000","0",
"107","동물병원","02_03_01_P","3210000","321000001020090003","2009-07-31","","03","폐업","0002","폐업","2018-04-30","","","","","69.9","","서울특별시 서초구 방배동 951-3번지 대진빌딩1층","서울특별시 서초구 서초대로4길 4 (방배동,대진빌딩1층)","","화인종합동물병원","2018-04-30 15:22:22","I","2018-08-31 23:59:59","","198622.459419616","442586.300528954","동물병원","","000","",
"108","동물병원","02_03_01_P","3110000","311000001020000003","2000-08-02","","03","폐업","0002","폐업","2010-10-10","","","","376-7001","0","","서울특별시 은평구 증산동 168-2   번지","","","신동물병원","2011-05-31 12:15:23","I","2018-08-31 23:59:59","","","","동물병원","","000","",
"109","동물병원","02_03_01_P","3110000","311000001020010002","2001-11-02","","03","폐업","0002","폐업","2007-03-21","","","","387-7582","0","","서울특별시 은평구 대조동 231번지 삼성타운 101-122","","","유종합동물병원","2007-03-21 10:25:26","I","2018-08-31 23:59:59","","193019.403382395","456302.92877653","동물병원","","000","",
"110","동물병원","02_03_01_P","3110000","311000001020020001","2002-05-28","","03","폐업","0002","폐업","2005-04-04","","","","382-7566","0","","서울특별시 은평구 대조동 179-16번지","서울특별시 은평구 서오릉로 80 (대조동)","03395","은평동물병원","2012-01-02 17:53:23","I","2018-08-31 23:59:59","","193059.53692408","456143.236850271","동물병원","","000","",
"111","동물병원","02_03_01_P","3210000","321000001019950002","1995-05-11","","03","폐업","0002","폐업","2009-06-05","","","","546-9005","0","","서울특별시 서초구 반포동 747-12  번지","","","닥터은동물병원","2009-06-05 10:27:04","I","2018-08-31 23:59:59","","","","동물병원","","000","",
"112","동물병원","02_03_01_P","3210000","321000001020130004","2013-04-01","","03","폐업","0002","폐업","2022-12-29","","","","598-9875","0","","서울특별시 서초구 서초동 1648-9","서울특별시 서초구 사임당로 97, 1층 (서초동)","06637","강남서초 동물병원","2022-12-29 14:58:17","U","2022-12-31 02:40:00","","201731.790269329","443120.393700948","동물병원","","000","0",
"113","동물병원","02_03_01_P","3210000","321000001020050003","2005-12-09","","03","폐업","0002","폐업","2016-12-30","","","","5867505","30","","서울특별시 서초구 서초동 1336번지 서초우성쇼핑센타120호,121호","","","우성메디펫동물병원","2016-12-30 14:32:52","I","2018-08-31 23:59:59","","","","동물병원","","000","",
"114","동물병원","02_03_01_P","3210000","321000001020040007","2004-04-01","","03","폐업","0002","폐업","2005-01-26","","","","","18","","서울특별시 서초구 잠원동 60-3번지 매일종합상가 223호","","","잠원동물병원","2005-01-26 17:49:56","I","2018-08-31 23:59:59","","201024.481364815","445492.334204608","동물병원","","000","",
"115","동물병원","02_03_01_P","3140000","314000001019940002","1994-07-07","","03","폐업","0002","폐업","2008-08-20","","","","2608-5886","1","","서울특별시 양천구 신월동 512-7번지","서울특별시 양천구 신월로 199 (신월동)","","신월동물병원","2008-08-20 20:03:07","I","2018-08-31 23:59:59","","186179.736791967","446472.412127042","동물병원","","000","",
"116","동물병원","02_03_01_P","3140000","314000001019940003","1994-08-12","","03","폐업","0002","폐업","2012-08-08","","","","692-7283","0","","서울특별시 양천구 신월동 64-1   번지","","","강성동물병원","2012-08-08 15:05:37","I","2018-08-31 23:59:59","","","","동물병원","","000","",
"117","동물병원","02_03_01_P","3140000","314000001019950001","1995-09-05","","03","폐업","0002","폐업","2013-05-27","","","","2647-1772","0","","서울특별시 양천구 목동 783-2번지","서울특별시 양천구 등촌로 58 (목동)","07965","하니동물병원","2013-05-28 10:09:27","I","2018-08-31 23:59:59","","187890.251114546","448106.571502671","동물병원","","000","",
